<TICKER>,<DATE>,<CLOSE>
AFLT,13/09/13,51.1
AFLT,14/09/13,51.24
AFLT,17/09/13,52.87
AFLT,18/09/13,53.9
AFLT,19/09/13,53.52
AFLT,20/09/13,54.33
AFLT,21/09/13,54.97
AFLT,24/09/13,54.96
AFLT,25/09/13,54.78
AFLT,26/09/13,55.4
AFLT,27/09/13,54.27
AFLT,28/09/13,54.64
AFLT,01/10/13,54.44
AFLT,02/10/13,55.35
AFLT,03/10/13,54.56
AFLT,04/10/13,55.25
AFLT,05/10/13,55.2
AFLT,08/10/13,55.2
AFLT,09/10/13,55.14
AFLT,10/10/13,55.0
AFLT,11/10/13,55.17
AFLT,12/10/13,55.05
AFLT,15/10/13,55.29
AFLT,16/10/13,55.2
AFLT,17/10/13,55.29
AFLT,18/10/13,55.31
AFLT,19/10/13,55.41
AFLT,22/10/13,55.5
AFLT,23/10/13,55.68
AFLT,24/10/13,56.05
AFLT,25/10/13,57.14
AFLT,26/10/13,57.02
AFLT,29/10/13,57.18
AFLT,30/10/13,57.6
AFLT,31/10/13,56.89
AFLT,01/11/13,57.4
AFLT,02/11/13,57.38
AFLT,06/11/13,56.85
AFLT,07/11/13,57.4
AFLT,08/11/13,58.45
AFLT,09/11/13,57.1
AFLT,12/11/13,57.47
AFLT,13/11/13,57.88
AFLT,14/11/13,57.83
AFLT,15/11/13,59.51
AFLT,16/11/13,59.88
AFLT,19/11/13,59.81
AFLT,20/11/13,58.68
AFLT,21/11/13,57.6
AFLT,22/11/13,57.78
AFLT,23/11/13,58.29
AFLT,26/11/13,58.26
AFLT,27/11/13,57.57
AFLT,28/11/13,57.19
AFLT,29/11/13,58.44
AFLT,30/11/13,60.42
AFLT,03/12/13,62.69
AFLT,04/12/13,63.12
AFLT,05/12/13,67.46
AFLT,06/12/13,66.72
AFLT,07/12/13,68.8
AFLT,10/12/13,72.48
AFLT,11/12/13,74.1
AFLT,12/12/13,73.09
AFLT,13/12/13,73.65
AFLT,14/12/13,76.75
AFLT,17/12/13,79.66
AFLT,18/12/13,79.24
AFLT,19/12/13,77.17
AFLT,20/12/13,78.0
AFLT,21/12/13,79.23
AFLT,24/12/13,81.56
AFLT,25/12/13,85.0
AFLT,26/12/13,85.05
AFLT,27/12/13,84.54
AFLT,28/12/13,82.5
AFLT,31/12/13,83.7
AFLT,07/01/14,83.24
AFLT,09/01/14,83.41
AFLT,10/01/14,82.9
AFLT,11/01/14,82.83
AFLT,14/01/14,87.87
AFLT,15/01/14,84.96
AFLT,16/01/14,83.9
AFLT,17/01/14,84.8
AFLT,18/01/14,84.25
AFLT,21/01/14,85.46
AFLT,22/01/14,81.35
AFLT,23/01/14,78.78
AFLT,24/01/14,79.79
AFLT,25/01/14,78.7
AFLT,28/01/14,81.9
AFLT,29/01/14,81.75
AFLT,30/01/14,81.38
AFLT,31/01/14,81.44
AFLT,01/02/14,83.0
AFLT,04/02/14,80.0
AFLT,05/02/14,76.65
AFLT,06/02/14,76.12
AFLT,07/02/14,78.9
AFLT,08/02/14,79.5
AFLT,11/02/14,79.51
AFLT,12/02/14,80.7
AFLT,13/02/14,82.02
AFLT,14/02/14,80.6
AFLT,15/02/14,80.28
AFLT,18/02/14,80.75
AFLT,19/02/14,80.0
AFLT,20/02/14,78.1
AFLT,21/02/14,77.8
AFLT,22/02/14,77.88
AFLT,25/02/14,76.9
AFLT,26/02/14,77.39
AFLT,27/02/14,77.6
AFLT,28/02/14,72.71
AFLT,01/03/14,70.61
AFLT,04/03/14,59.0
AFLT,05/03/14,60.6
AFLT,06/03/14,62.18
AFLT,07/03/14,62.4
AFLT,08/03/14,61.08
AFLT,12/03/14,59.38
AFLT,13/03/14,58.55
AFLT,14/03/14,52.8
AFLT,15/03/14,47.29
AFLT,18/03/14,46.62
AFLT,19/03/14,48.6
AFLT,20/03/14,53.89
AFLT,21/03/14,56.45
AFLT,22/03/14,55.15
AFLT,25/03/14,53.74
AFLT,26/03/14,54.24
AFLT,27/03/14,55.35
AFLT,28/03/14,53.11
AFLT,29/03/14,53.85
AFLT,01/04/14,55.2
AFLT,02/04/14,55.97
AFLT,03/04/14,55.78
AFLT,04/04/14,55.8
AFLT,05/04/14,56.02
AFLT,08/04/14,53.45
AFLT,09/04/14,53.39
AFLT,10/04/14,53.85
AFLT,11/04/14,54.15
AFLT,12/04/14,53.4
AFLT,15/04/14,52.85
AFLT,16/04/14,49.68
AFLT,17/04/14,51.8
AFLT,18/04/14,53.0
AFLT,19/04/14,53.75
AFLT,22/04/14,53.65
AFLT,23/04/14,52.34
AFLT,24/04/14,51.76
AFLT,25/04/14,50.64
AFLT,26/04/14,49.25
AFLT,29/04/14,50.46
AFLT,30/04/14,50.95
AFLT,01/05/14,50.92
AFLT,03/05/14,50.35
AFLT,06/05/14,50.25
AFLT,07/05/14,50.55
AFLT,08/05/14,52.17
AFLT,09/05/14,51.49
AFLT,13/05/14,51.61
AFLT,14/05/14,52.8
AFLT,15/05/14,53.0
AFLT,16/05/14,52.24
AFLT,17/05/14,52.65
AFLT,20/05/14,53.55
AFLT,21/05/14,53.61
AFLT,22/05/14,54.2
AFLT,23/05/14,53.11
AFLT,24/05/14,53.89
AFLT,27/05/14,53.99
AFLT,28/05/14,53.32
AFLT,29/05/14,54.0
AFLT,30/05/14,55.3
AFLT,31/05/14,55.15
AFLT,03/06/14,57.04
AFLT,04/06/14,57.8
AFLT,05/06/14,57.2
AFLT,06/06/14,57.57
AFLT,07/06/14,57.59
AFLT,10/06/14,58.84
AFLT,11/06/14,58.85
AFLT,12/06/14,58.74
AFLT,17/06/14,56.89
AFLT,18/06/14,55.06
AFLT,19/06/14,55.3
AFLT,20/06/14,55.64
AFLT,21/06/14,55.68
AFLT,24/06/14,56.38
AFLT,25/06/14,58.49
AFLT,26/06/14,56.75
AFLT,27/06/14,56.44
AFLT,28/06/14,55.6
AFLT,01/07/14,56.43
AFLT,02/07/14,56.68
AFLT,03/07/14,57.1
AFLT,04/07/14,57.09
AFLT,05/07/14,57.3
AFLT,08/07/14,58.26
AFLT,09/07/14,59.34
AFLT,10/07/14,59.73
AFLT,11/07/14,58.66
AFLT,12/07/14,59.1
AFLT,15/07/14,59.5
AFLT,16/07/14,59.0
AFLT,17/07/14,59.43
AFLT,18/07/14,57.33
AFLT,19/07/14,54.4
AFLT,22/07/14,52.02
AFLT,23/07/14,53.73
AFLT,24/07/14,53.98
AFLT,25/07/14,53.76
AFLT,26/07/14,52.28
AFLT,29/07/14,50.48
AFLT,30/07/14,50.44
AFLT,31/07/14,50.5
AFLT,01/08/14,50.55
AFLT,02/08/14,49.53
AFLT,05/08/14,49.9
AFLT,06/08/14,46.97
AFLT,07/08/14,44.62
AFLT,08/08/14,44.44
AFLT,09/08/14,44.71
AFLT,12/08/14,46.1
AFLT,13/08/14,45.4
AFLT,14/08/14,46.4
AFLT,15/08/14,48.25
AFLT,16/08/14,48.6
AFLT,19/08/14,49.17
AFLT,20/08/14,49.71
AFLT,21/08/14,49.6
AFLT,22/08/14,50.0
AFLT,23/08/14,48.88
AFLT,26/08/14,49.41
AFLT,27/08/14,48.31
AFLT,28/08/14,48.37
AFLT,29/08/14,46.7
AFLT,30/08/14,46.73
AFLT,02/09/14,47.1
AFLT,03/09/14,46.6
AFLT,04/09/14,47.82
AFLT,05/09/14,47.29
AFLT,06/09/14,47.8
AFLT,09/09/14,46.79
AFLT,10/09/14,47.1
AFLT,11/09/14,47.1
AFLT,12/09/14,45.63
AFLT,13/09/14,46.25
AFLT,16/09/14,46.22
AFLT,17/09/14,46.65
AFLT,18/09/14,46.0
AFLT,19/09/14,45.44
AFLT,20/09/14,45.8
AFLT,23/09/14,45.29
AFLT,24/09/14,45.4
AFLT,25/09/14,44.8
AFLT,26/09/14,44.45
AFLT,27/09/14,43.6
AFLT,30/09/14,43.49
AFLT,01/10/14,43.25
AFLT,02/10/14,42.83
AFLT,03/10/14,42.68
AFLT,04/10/14,42.25
AFLT,07/10/14,42.2
AFLT,08/10/14,42.48
AFLT,09/10/14,41.53
AFLT,10/10/14,40.9
AFLT,11/10/14,40.13
AFLT,14/10/14,39.75
AFLT,15/10/14,39.95
AFLT,16/10/14,40.24
AFLT,17/10/14,39.69
AFLT,18/10/14,40.48
AFLT,21/10/14,40.05
AFLT,22/10/14,39.72
AFLT,23/10/14,38.5
AFLT,24/10/14,37.23
AFLT,25/10/14,37.3
AFLT,28/10/14,37.61
AFLT,29/10/14,38.14
AFLT,30/10/14,38.0
AFLT,31/10/14,38.01
AFLT,01/11/14,38.2
AFLT,04/11/14,38.32
AFLT,06/11/14,39.65
AFLT,07/11/14,41.37
AFLT,08/11/14,41.31
AFLT,11/11/14,43.98
AFLT,12/11/14,44.28
AFLT,13/11/14,43.46
AFLT,14/11/14,41.4
AFLT,15/11/14,41.5
AFLT,18/11/14,41.0
AFLT,19/11/14,41.15
AFLT,20/11/14,39.91
AFLT,21/11/14,42.01
AFLT,22/11/14,42.9
AFLT,25/11/14,41.7
AFLT,26/11/14,42.28
AFLT,27/11/14,41.88
AFLT,28/11/14,41.15
AFLT,29/11/14,41.78
AFLT,02/12/14,41.75
AFLT,03/12/14,41.83
AFLT,04/12/14,40.99
AFLT,05/12/14,40.43
AFLT,06/12/14,38.17
AFLT,09/12/14,37.77
AFLT,10/12/14,37.44
AFLT,11/12/14,38.19
AFLT,12/12/14,37.17
AFLT,13/12/14,37.29
AFLT,16/12/14,35.62
AFLT,17/12/14,29.86
AFLT,18/12/14,30.0
AFLT,19/12/14,31.0
AFLT,20/12/14,32.5
AFLT,23/12/14,33.1
AFLT,24/12/14,33.8
AFLT,25/12/14,33.55
AFLT,26/12/14,33.89
AFLT,27/12/14,33.57
AFLT,30/12/14,32.75
AFLT,31/12/14,32.23
AFLT,06/01/15,33.21
AFLT,07/01/15,33.07
AFLT,09/01/15,35.17
AFLT,10/01/15,34.0
AFLT,13/01/15,34.45
AFLT,14/01/15,35.0
AFLT,15/01/15,36.55
AFLT,16/01/15,36.65
AFLT,17/01/15,36.05
AFLT,20/01/15,36.34
AFLT,21/01/15,37.2
AFLT,22/01/15,38.1
AFLT,23/01/15,39.55
AFLT,24/01/15,40.15
AFLT,27/01/15,38.26
AFLT,28/01/15,38.0
AFLT,29/01/15,38.11
AFLT,30/01/15,37.3
AFLT,31/01/15,38.25
AFLT,03/02/15,37.34
AFLT,04/02/15,37.55
AFLT,05/02/15,37.09
AFLT,06/02/15,37.75
AFLT,07/02/15,38.0
AFLT,10/02/15,37.6
AFLT,11/02/15,37.83
AFLT,12/02/15,38.0
AFLT,13/02/15,39.39
AFLT,14/02/15,40.4
AFLT,17/02/15,40.41
AFLT,18/02/15,40.15
AFLT,19/02/15,40.98
AFLT,20/02/15,39.93
AFLT,21/02/15,40.0
AFLT,25/02/15,39.6
AFLT,26/02/15,38.99
AFLT,27/02/15,39.5
AFLT,28/02/15,39.19
AFLT,03/03/15,39.5
AFLT,04/03/15,39.89
AFLT,05/03/15,38.55
AFLT,06/03/15,38.47
AFLT,07/03/15,38.96
AFLT,11/03/15,36.65
AFLT,12/03/15,36.65
AFLT,13/03/15,38.45
AFLT,14/03/15,37.18
AFLT,17/03/15,36.5
AFLT,18/03/15,35.01
AFLT,19/03/15,35.1
AFLT,20/03/15,35.0
AFLT,21/03/15,33.5
AFLT,24/03/15,34.0
AFLT,25/03/15,34.24
AFLT,26/03/15,33.6
AFLT,27/03/15,32.5
AFLT,28/03/15,32.7
AFLT,31/03/15,34.04
AFLT,01/04/15,34.0
AFLT,02/04/15,36.14
AFLT,03/04/15,35.76
AFLT,04/04/15,35.76
AFLT,07/04/15,36.5
AFLT,08/04/15,36.6
AFLT,09/04/15,35.75
AFLT,10/04/15,35.1
AFLT,11/04/15,38.0
AFLT,14/04/15,37.13
AFLT,15/04/15,37.7
AFLT,16/04/15,38.5
AFLT,17/04/15,39.16
AFLT,18/04/15,38.28
AFLT,21/04/15,37.75
AFLT,22/04/15,37.72
AFLT,23/04/15,38.99
AFLT,24/04/15,38.65
AFLT,25/04/15,39.2
AFLT,28/04/15,39.33
AFLT,29/04/15,39.0
AFLT,30/04/15,39.5
AFLT,01/05/15,38.15
AFLT,06/05/15,40.2
AFLT,07/05/15,40.41
AFLT,08/05/15,40.02
AFLT,09/05/15,40.7
AFLT,13/05/15,40.5
AFLT,14/05/15,41.49
AFLT,15/05/15,41.09
AFLT,16/05/15,40.61
AFLT,19/05/15,40.52
AFLT,20/05/15,39.9
AFLT,21/05/15,38.85
AFLT,22/05/15,39.28
AFLT,23/05/15,41.2
AFLT,26/05/15,41.1
AFLT,27/05/15,40.23
AFLT,28/05/15,40.4
AFLT,29/05/15,40.75
AFLT,30/05/15,41.1
AFLT,02/06/15,40.53
AFLT,03/06/15,40.0
AFLT,04/06/15,39.3
AFLT,05/06/15,40.07
AFLT,06/06/15,39.8
AFLT,09/06/15,40.0
AFLT,10/06/15,40.8
AFLT,11/06/15,41.1
AFLT,12/06/15,39.78
AFLT,16/06/15,39.45
AFLT,17/06/15,39.7
AFLT,18/06/15,39.27
AFLT,19/06/15,38.97
AFLT,20/06/15,37.9
AFLT,23/06/15,38.78
AFLT,24/06/15,39.04
AFLT,25/06/15,38.72
AFLT,26/06/15,38.3
AFLT,27/06/15,39.16
AFLT,30/06/15,38.0
AFLT,01/07/15,38.24
AFLT,02/07/15,37.3
AFLT,03/07/15,37.0
AFLT,04/07/15,37.05
AFLT,07/07/15,36.67
AFLT,08/07/15,36.75
AFLT,09/07/15,38.0
AFLT,10/07/15,38.05
AFLT,11/07/15,38.07
AFLT,14/07/15,38.1
AFLT,15/07/15,38.94
AFLT,16/07/15,38.96
AFLT,17/07/15,39.55
AFLT,18/07/15,39.55
AFLT,21/07/15,38.82
AFLT,22/07/15,39.1
AFLT,23/07/15,39.0
AFLT,24/07/15,39.33
AFLT,25/07/15,39.13
AFLT,28/07/15,38.6
AFLT,29/07/15,38.12
AFLT,30/07/15,38.97
AFLT,31/07/15,39.22
AFLT,01/08/15,39.35
AFLT,04/08/15,39.3
AFLT,05/08/15,39.3
AFLT,06/08/15,40.5
AFLT,07/08/15,39.9
AFLT,08/08/15,40.52
AFLT,11/08/15,40.23
AFLT,12/08/15,40.19
AFLT,13/08/15,40.18
AFLT,14/08/15,40.1
AFLT,15/08/15,39.87
AFLT,18/08/15,39.8
AFLT,19/08/15,39.95
AFLT,20/08/15,39.9
AFLT,21/08/15,39.8
AFLT,22/08/15,39.0
AFLT,25/08/15,37.73
AFLT,26/08/15,38.74
AFLT,27/08/15,38.95
AFLT,28/08/15,38.8
AFLT,29/08/15,39.04
AFLT,01/09/15,40.0
AFLT,02/09/15,37.7
AFLT,03/09/15,36.27
AFLT,04/09/15,35.7
AFLT,05/09/15,34.85
AFLT,08/09/15,34.1
AFLT,09/09/15,33.51
AFLT,10/09/15,34.97
AFLT,11/09/15,35.66
AFLT,12/09/15,35.55
AFLT,15/09/15,36.25
AFLT,16/09/15,36.2
AFLT,17/09/15,36.15
AFLT,18/09/15,35.83
AFLT,19/09/15,36.53
AFLT,22/09/15,35.95
AFLT,23/09/15,35.51
AFLT,24/09/15,35.31
AFLT,25/09/15,34.67
AFLT,26/09/15,35.33
AFLT,29/09/15,34.53
AFLT,30/09/15,34.6
AFLT,01/10/15,35.23
AFLT,02/10/15,36.1
AFLT,03/10/15,38.8
AFLT,06/10/15,38.92
AFLT,07/10/15,39.43
AFLT,08/10/15,40.8
AFLT,09/10/15,41.6
AFLT,10/10/15,43.31
AFLT,13/10/15,44.42
AFLT,14/10/15,44.9
AFLT,15/10/15,47.39
AFLT,16/10/15,49.0
AFLT,17/10/15,48.9
AFLT,20/10/15,48.11
AFLT,21/10/15,49.31
AFLT,22/10/15,47.8
AFLT,23/10/15,49.23
AFLT,24/10/15,48.26
AFLT,27/10/15,48.07
AFLT,28/10/15,47.23
AFLT,29/10/15,47.52
AFLT,30/10/15,47.44
AFLT,31/10/15,49.0
AFLT,03/11/15,49.3
AFLT,04/11/15,52.52
AFLT,06/11/15,51.96
AFLT,07/11/15,51.94
AFLT,10/11/15,52.41
AFLT,11/11/15,51.84
AFLT,12/11/15,53.53
AFLT,13/11/15,53.47
AFLT,14/11/15,53.39
AFLT,17/11/15,52.3
AFLT,18/11/15,54.9
AFLT,19/11/15,57.09
AFLT,20/11/15,56.45
AFLT,21/11/15,57.86
AFLT,24/11/15,57.52
AFLT,25/11/15,55.77
AFLT,26/11/15,56.67
AFLT,27/11/15,55.12
AFLT,28/11/15,55.42
AFLT,01/12/15,58.91
AFLT,02/12/15,61.0
AFLT,03/12/15,57.6
AFLT,04/12/15,56.51
AFLT,05/12/15,57.33
AFLT,08/12/15,59.0
AFLT,09/12/15,56.91
AFLT,10/12/15,58.4
AFLT,11/12/15,59.84
AFLT,12/12/15,58.5
AFLT,15/12/15,58.0
AFLT,16/12/15,57.2
AFLT,17/12/15,56.45
AFLT,18/12/15,57.15
AFLT,19/12/15,56.51
AFLT,22/12/15,56.9
AFLT,23/12/15,57.5
AFLT,24/12/15,57.01
AFLT,25/12/15,56.8
AFLT,26/12/15,56.74
AFLT,29/12/15,56.29
AFLT,30/12/15,56.11
AFLT,31/12/15,56.1
AFLT,05/01/16,56.2
AFLT,06/01/16,54.45
AFLT,07/01/16,54.05
AFLT,12/01/16,52.06
AFLT,13/01/16,53.25
AFLT,14/01/16,55.0
AFLT,15/01/16,53.6
AFLT,16/01/16,51.98
AFLT,19/01/16,50.4
AFLT,20/01/16,52.06
AFLT,21/01/16,52.0
AFLT,22/01/16,50.99
AFLT,23/01/16,52.03
AFLT,26/01/16,51.1
AFLT,27/01/16,51.28
AFLT,28/01/16,50.99
AFLT,29/01/16,50.89
AFLT,30/01/16,50.5
AFLT,02/02/16,54.77
AFLT,03/02/16,54.1
AFLT,04/02/16,53.84
AFLT,05/02/16,54.89
AFLT,06/02/16,57.3
AFLT,09/02/16,57.35
AFLT,10/02/16,56.66
AFLT,11/02/16,55.8
AFLT,12/02/16,53.64
AFLT,13/02/16,54.41
AFLT,16/02/16,53.88
AFLT,17/02/16,54.13
AFLT,18/02/16,53.59
AFLT,19/02/16,54.15
AFLT,20/02/16,53.32
AFLT,21/02/16,53.4
AFLT,23/02/16,54.8
AFLT,25/02/16,53.7
AFLT,26/02/16,54.05
AFLT,27/02/16,55.35
AFLT,01/03/16,57.1
AFLT,02/03/16,61.19
AFLT,03/03/16,61.1
AFLT,04/03/16,61.61
AFLT,05/03/16,65.49
AFLT,08/03/16,65.94
AFLT,10/03/16,62.45
AFLT,11/03/16,63.77
AFLT,12/03/16,64.77
AFLT,15/03/16,65.55
AFLT,16/03/16,66.3
AFLT,17/03/16,69.98
AFLT,18/03/16,70.19
AFLT,19/03/16,70.51
AFLT,22/03/16,73.53
AFLT,23/03/16,72.29
AFLT,24/03/16,72.94
AFLT,25/03/16,73.76
AFLT,26/03/16,73.21
AFLT,29/03/16,72.6
AFLT,30/03/16,73.69
AFLT,31/03/16,74.1
AFLT,01/04/16,74.48
AFLT,02/04/16,74.55
AFLT,05/04/16,74.65
AFLT,06/04/16,75.4
AFLT,07/04/16,79.14
AFLT,08/04/16,78.0
AFLT,09/04/16,79.0
AFLT,12/04/16,82.2
AFLT,13/04/16,79.32
AFLT,14/04/16,78.55
AFLT,15/04/16,78.63
AFLT,16/04/16,78.0
AFLT,19/04/16,76.68
AFLT,20/04/16,77.62
AFLT,21/04/16,77.26
AFLT,22/04/16,74.8
AFLT,23/04/16,78.21
AFLT,26/04/16,76.28
AFLT,27/04/16,75.16
AFLT,28/04/16,75.0
AFLT,29/04/16,76.04
AFLT,30/04/16,77.48
AFLT,05/05/16,76.89
AFLT,06/05/16,78.4
AFLT,07/05/16,78.5
AFLT,11/05/16,79.87
AFLT,12/05/16,78.9
AFLT,13/05/16,81.0
AFLT,14/05/16,80.51
AFLT,17/05/16,81.8
AFLT,18/05/16,80.56
AFLT,19/05/16,78.69
AFLT,20/05/16,78.1
AFLT,21/05/16,78.8
AFLT,24/05/16,81.18
AFLT,25/05/16,81.5
AFLT,26/05/16,80.6
AFLT,27/05/16,82.68
AFLT,28/05/16,81.0
AFLT,31/05/16,81.01
AFLT,01/06/16,81.7
AFLT,02/06/16,83.0
AFLT,03/06/16,84.4
AFLT,04/06/16,88.2
AFLT,07/06/16,87.92
AFLT,08/06/16,86.53
AFLT,09/06/16,84.04
AFLT,10/06/16,85.0
AFLT,11/06/16,83.92
AFLT,15/06/16,83.99
AFLT,16/06/16,84.47
AFLT,17/06/16,87.0
AFLT,18/06/16,84.7
AFLT,21/06/16,85.9
AFLT,22/06/16,83.52
AFLT,23/06/16,84.17
AFLT,24/06/16,85.7
AFLT,25/06/16,83.42
AFLT,28/06/16,83.0
AFLT,29/06/16,81.2
AFLT,30/06/16,83.41
AFLT,01/07/16,85.5
AFLT,02/07/16,86.01
AFLT,05/07/16,85.17
AFLT,06/07/16,86.48
AFLT,07/07/16,86.45
AFLT,08/07/16,87.44
AFLT,09/07/16,89.0
AFLT,12/07/16,87.73
AFLT,13/07/16,89.79
AFLT,14/07/16,90.46
AFLT,15/07/16,87.78
AFLT,16/07/16,87.18
AFLT,19/07/16,86.9
AFLT,20/07/16,87.58
AFLT,21/07/16,86.86
AFLT,22/07/16,85.2
AFLT,23/07/16,86.88
AFLT,26/07/16,86.6
AFLT,27/07/16,86.1
AFLT,28/07/16,85.4
AFLT,29/07/16,86.08
AFLT,30/07/16,85.7
AFLT,02/08/16,86.25
AFLT,03/08/16,86.0
AFLT,04/08/16,86.5
AFLT,05/08/16,86.55
AFLT,06/08/16,87.0
AFLT,09/08/16,86.0
AFLT,10/08/16,86.0
AFLT,11/08/16,85.45
AFLT,12/08/16,85.5
AFLT,13/08/16,85.79
AFLT,16/08/16,85.25
AFLT,17/08/16,83.6
AFLT,18/08/16,82.37
AFLT,19/08/16,83.39
AFLT,20/08/16,83.25
AFLT,23/08/16,82.95
AFLT,24/08/16,85.18
AFLT,25/08/16,88.23
AFLT,26/08/16,90.99
AFLT,27/08/16,94.0
AFLT,30/08/16,94.2
AFLT,31/08/16,99.0
AFLT,01/09/16,98.65
AFLT,02/09/16,100.27
AFLT,03/09/16,101.95
AFLT,06/09/16,104.7
AFLT,07/09/16,103.97
AFLT,08/09/16,107.35
AFLT,09/09/16,105.98
AFLT,10/09/16,103.8
AFLT,13/09/16,106.0
AFLT,14/09/16,104.03
AFLT,15/09/16,103.07
AFLT,16/09/16,104.51
AFLT,17/09/16,104.2
AFLT,20/09/16,107.53
AFLT,21/09/16,108.09
AFLT,22/09/16,111.5
AFLT,23/09/16,113.0
AFLT,24/09/16,114.25
AFLT,27/09/16,117.0
AFLT,28/09/16,117.0
AFLT,29/09/16,116.0
AFLT,30/09/16,117.49
AFLT,01/10/16,116.93
AFLT,04/10/16,119.2
AFLT,05/10/16,122.4
AFLT,06/10/16,121.2
AFLT,07/10/16,122.0
AFLT,08/10/16,118.77
AFLT,11/10/16,115.8
AFLT,12/10/16,121.9
AFLT,13/10/16,119.4
AFLT,14/10/16,116.45
AFLT,15/10/16,116.0
AFLT,18/10/16,118.92
AFLT,19/10/16,118.07
AFLT,20/10/16,120.22
AFLT,21/10/16,124.0
AFLT,22/10/16,126.69
AFLT,25/10/16,129.99
AFLT,26/10/16,128.67
AFLT,27/10/16,128.12
AFLT,28/10/16,126.0
AFLT,29/10/16,129.19
AFLT,01/11/16,129.95
AFLT,02/11/16,134.04
AFLT,03/11/16,135.3
AFLT,04/11/16,130.85
AFLT,08/11/16,128.0
AFLT,09/11/16,125.15
AFLT,10/11/16,129.1
AFLT,11/11/16,128.9
AFLT,12/11/16,129.6
AFLT,15/11/16,129.5
AFLT,16/11/16,130.0
AFLT,17/11/16,129.99
AFLT,18/11/16,128.8
AFLT,19/11/16,129.91
AFLT,22/11/16,130.19
AFLT,23/11/16,129.2
AFLT,24/11/16,130.86
AFLT,25/11/16,130.86
AFLT,26/11/16,130.0
AFLT,29/11/16,130.16
AFLT,30/11/16,131.74
AFLT,01/12/16,134.83
AFLT,02/12/16,135.7
AFLT,03/12/16,135.9
AFLT,06/12/16,139.0
AFLT,07/12/16,139.5
AFLT,08/12/16,141.9
AFLT,09/12/16,146.58
AFLT,10/12/16,147.68
AFLT,13/12/16,150.2
AFLT,14/12/16,152.6
AFLT,15/12/16,146.2
AFLT,16/12/16,150.51
AFLT,17/12/16,149.8
AFLT,20/12/16,148.82
AFLT,21/12/16,157.84
AFLT,22/12/16,158.36
AFLT,23/12/16,155.63
AFLT,24/12/16,153.3
AFLT,27/12/16,153.8
AFLT,28/12/16,152.99
AFLT,29/12/16,152.98
AFLT,30/12/16,152.0
AFLT,31/12/16,152.85
AFLT,04/01/17,151.68
AFLT,05/01/17,148.4
AFLT,06/01/17,148.01
AFLT,07/01/17,146.31
AFLT,10/01/17,143.13
AFLT,11/01/17,148.07
AFLT,12/01/17,147.03
AFLT,13/01/17,157.91
AFLT,14/01/17,156.9
AFLT,17/01/17,159.01
AFLT,18/01/17,158.63
AFLT,19/01/17,163.54
AFLT,20/01/17,160.85
AFLT,21/01/17,160.5
AFLT,24/01/17,160.2
AFLT,25/01/17,161.4
AFLT,26/01/17,166.71
AFLT,27/01/17,165.5
AFLT,28/01/17,168.5
AFLT,31/01/17,170.9
AFLT,01/02/17,174.17
AFLT,02/02/17,175.0
AFLT,03/02/17,176.9
AFLT,04/02/17,178.5
AFLT,07/02/17,179.0
AFLT,08/02/17,173.5
AFLT,09/02/17,172.0
AFLT,10/02/17,178.5
AFLT,11/02/17,179.5
AFLT,14/02/17,177.4
AFLT,15/02/17,175.2
AFLT,16/02/17,172.85
AFLT,17/02/17,171.2
AFLT,18/02/17,173.1
AFLT,21/02/17,171.25
AFLT,22/02/17,170.9
AFLT,23/02/17,168.25
AFLT,25/02/17,167.0
AFLT,28/02/17,165.05
AFLT,01/03/17,165.2
AFLT,02/03/17,177.35
AFLT,03/03/17,174.0
AFLT,04/03/17,168.85
AFLT,07/03/17,167.1
AFLT,08/03/17,161.15
AFLT,10/03/17,152.65
AFLT,11/03/17,149.2
AFLT,14/03/17,157.4
AFLT,15/03/17,154.6
AFLT,16/03/17,153.1
AFLT,17/03/17,159.4
AFLT,18/03/17,161.55
AFLT,21/03/17,159.3
AFLT,22/03/17,159.0
AFLT,23/03/17,164.25
AFLT,24/03/17,165.45
AFLT,25/03/17,167.6
AFLT,28/03/17,165.0
AFLT,29/03/17,165.65
AFLT,30/03/17,166.25
AFLT,31/03/17,168.8
AFLT,01/04/17,168.0
AFLT,04/04/17,168.3
AFLT,05/04/17,168.7
AFLT,06/04/17,174.95
AFLT,07/04/17,177.5
AFLT,08/04/17,171.9
AFLT,11/04/17,163.55
AFLT,12/04/17,166.35
AFLT,13/04/17,164.2
AFLT,14/04/17,166.3
AFLT,15/04/17,161.75
AFLT,18/04/17,163.8
AFLT,19/04/17,163.05
AFLT,20/04/17,162.05
AFLT,21/04/17,163.5
AFLT,22/04/17,167.35
AFLT,25/04/17,171.85
AFLT,26/04/17,176.45
AFLT,27/04/17,179.95
AFLT,28/04/17,175.85
AFLT,29/04/17,175.75
AFLT,03/05/17,180.0
AFLT,04/05/17,181.25
AFLT,05/05/17,183.15
AFLT,06/05/17,187.6
AFLT,11/05/17,189.8
AFLT,12/05/17,187.5
AFLT,13/05/17,184.15
AFLT,16/05/17,181.9
AFLT,17/05/17,184.4
AFLT,18/05/17,186.0
AFLT,19/05/17,189.3
AFLT,20/05/17,189.1
AFLT,23/05/17,190.3
AFLT,24/05/17,195.0
AFLT,25/05/17,193.8
AFLT,26/05/17,195.15
AFLT,27/05/17,190.1
AFLT,30/05/17,189.5
AFLT,31/05/17,191.05
AFLT,01/06/17,188.6
